ID,ReferenceNumber,Museum,NameOfTheObject,PlaceOfOriginationMuseum,PlaceOfOrigination,Medium,Dimension,MuseumObjectType,TextType,CuratorialText,WordCountCuratorialText,URL,YearOfTheArtwork,NameCurator,NameOfTheArtist,Language,lexical_adapted,persona1_adapted,persona2_adapted,persona3_adapted,CuratorialText_fk,CuratorialText_smog,CuratorialText_avg_sent_len,CuratorialText_avg_word_len,lexical_adapted_fk,lexical_adapted_smog,lexical_adapted_avg_sent_len,lexical_adapted_avg_word_len,persona1_adapted_fk,persona1_adapted_smog,persona1_adapted_avg_sent_len,persona1_adapted_avg_word_len,persona2_adapted_fk,persona2_adapted_smog,persona2_adapted_avg_sent_len,persona2_adapted_avg_word_len,persona3_adapted_fk,persona3_adapted_smog,persona3_adapted_avg_sent_len,persona3_adapted_avg_word_len
CT0001,,Art Institute Chicago,,The United States,France,,,,ExhibitionText,"In the early 1940s, decades into his artistic career, Henri Matisse (1869–1954) turned his focus to a new medium: cut paper. 

He had become bedridden and unable to paint following an excruciating abdominal surgery, and cut paper allowed him to continue to create in his relatively sedentary state. Encouraged by his friend, the book publisher Tériade (the pseudonym of Stratis Eleftheriades), Matisse furthered his exploration of this new technique. He mined his memories of Parisian music halls, the circus, trips to Tahiti, folktales, and mythology, and produced a series of 20 cut-paper maquettes.",93,https://www.artic.edu/exhibitions/10557/matisse-s-jazz-rhythms-in-color,"Mar 7–Jun 1, 2026",,Henri Jazz,English,"In the early 1940s, decades into his artistic career, Henri Matisse (1869–1954) turned his focus to a new medium: cut paper. 

He had become bedridden and unable to paint following a very painful stomach surgery, and cut paper allowed him to continue to create in his fairly inactive state. Encouraged by his friend, the book publisher Tériade (the pen name of Stratis Eleftheriades), Matisse continued his exploration of this new technique. He drew from his memories of Parisian music halls, the circus, trips to Tahiti, folktales, and mythology, and produced a series of 20 cut-paper models.","In the early 1940s, Henri Matisse (1869–1954) had been making art for decades. Then he turned his focus to a new material: cut paper.

After a painful stomach surgery, Matisse was stuck in bed and could no longer paint. But cut paper let him keep making art while resting. His friend Tériade, a book publisher, encouraged him to explore this new method. Matisse looked back on memories of Paris music halls, the circus, trips to Tahiti, folktales, and myths. From these ideas, he created 20 small models made from cut paper.","In the early 1940s, decades into his artistic career, Henri Matisse (1869–1954) turned his focus to a new medium: cut paper.

He had become bedridden and unable to paint after a very painful abdominal surgery. Cut paper allowed him to continue creating in his relatively inactive state. Encouraged by his friend, the book publisher Tériade (the pseudonym of Stratis Eleftheriades), Matisse explored this new technique further. He drew from his memories of Parisian music halls, the circus, trips to Tahiti, folktales, and mythology. He produced a series of 20 cut-paper maquettes.","In the early 1940s, after decades of working as an artist, Henri Matisse (1869–1954) began focusing on a new type of art: cut paper.

Following a painful abdominal surgery that left him confined to bed and unable to paint, Matisse turned to cutting shapes out of colored paper as a way to keep making art while staying relatively still. Encouraged by his friend Tériade (the pen name of Stratis Eleftheriades), a book publisher, Matisse pushed further into this new approach. He drew on memories of Parisian music halls, the circus, trips to Tahiti, folktales, and mythology, and created a series of 20 cut-paper models, or maquettes, which served as designs for a book.",14.539865591397852,16.52667757954773,23.25,5.139784946236559,13.436666666666667,15.247664890283005,24.0,4.864583333333333,6.726153846153846,9.236282656511921,13.142857142857142,4.489130434782608,10.942582417582418,13.5591,15.166666666666666,5.054945054945055,13.910685840707966,14.554592549557764,28.25,4.654867256637168
CT0002,,Art Institute Chicago,,The United States,France,,,,WallText,"These vibrant original compositions were then faithfully reproduced using pochoir (stencil) and combined with an original text written by Matisse to form an unbound book, Jazz, that was published in 1947—when Matisse was 77 years old. Jazz caused an immediate international sensation and reinvigorated the aging artist, setting him on a new course of artistic discovery.",57,https://www.artic.edu/exhibitions/10557/matisse-s-jazz-rhythms-in-color,,,Henri Jazz,English,"These bright original artworks were then carefully copied using stencil and combined with an original text written by Matisse to form an unbound book, Jazz, that was published in 1947—when Matisse was 77 years old. Jazz caused an immediate worldwide excitement and renewed the aging artist, setting him on a new path of artistic discovery.","These bright, original artworks were carefully copied using pochoir, a stencil printing method. They were paired with text written by Matisse himself. Together, they formed an unbound book called *Jazz*, published in 1947 when Matisse was 77. *Jazz* caused an instant stir around the world. It gave the aging artist new energy and set him on a fresh path of artistic discovery.","These vibrant original compositions were faithfully reproduced using pochoir (stencil) and combined with an original text written by Matisse. Together, they formed an unbound book titled *Jazz*, published in 1947, when Matisse was 77 years old. *Jazz* immediately caused an international sensation. It also reinvigorated the aging artist and set him on a new path of artistic discovery.","These lively, original designs were carefully recreated using pochoir—a technique that involves applying color through stencils—and paired with an original text written by Matisse to create an unbound book titled *Jazz*, published in 1947, when Matisse was 77 years old. *Jazz* caused an immediate stir around the world and revitalized the aging artist, setting him on a new path of creative exploration.",16.40142857142857,16.52667757954773,28.5,5.385964912280702,14.015000000000004,13.81666964889586,28.0,4.982142857142857,6.755677419354843,9.3871,12.4,4.887096774193548,11.630517241379316,13.023866798666859,14.5,5.448275862068965,16.48387096774194,15.903189008614273,32.0,5.171875
CT0003,,Art Institute Chicago,,The United States,France,,,,WallText,"Matisse’s extraordinary images of Jazz are not only captivating and provocative in their own right but also reflect a practice devoted to the exploration of color and line. Throughout the artist’s decades-long career, he pushed color from the purely visual to the nearly transcendental and progressively simplified his line to the most elemental. But until his cut-outs, his color and line existed separately, one modifying the other but never fully unified—at least not to Matisse’s own satisfaction.",77,https://www.artic.edu/exhibitions/10557/matisse-s-jazz-rhythms-in-color,,,Henri Jazz,English,"Matisse’s amazing images of Jazz are not only captivating and thought-provoking in their own right but also reflect a practice devoted to the exploration of color and line. Throughout the artist’s decades-long career, he pushed color from the purely visual to the nearly spiritual and progressively simplified his line to the most basic. But until his cut-outs, his color and line existed separately, one modifying the other but never fully unified—at least not to Matisse’s own satisfaction.","Matisse’s images in *Jazz* are striking and thought-provoking. They also show his lifelong focus on color and line. Over many decades, he pushed color beyond what we see, making it feel almost spiritual. He also simplified his line drawings to their most basic form. But before his cut-outs, color and line stayed separate. Each one changed the other, but they never fully came together—at least not in a way that satisfied Matisse.","Matisse’s extraordinary images of *Jazz* are not only captivating and provocative in their own right. They also reflect a practice devoted to the exploration of color and line. Throughout the artist’s decades-long career, he pushed color from the purely visual to the nearly transcendental. He also progressively simplified his line to the most elemental. But until his cut-outs, his color and line existed separately. One modified the other, but they were never fully unified—at least not to Matisse’s own satisfaction.","Matisse’s remarkable images in *Jazz* are not only striking and thought-provoking in their own right but also reveal a lifelong commitment to experimenting with color and line. Over the course of his decades-long career, he moved color beyond what is simply seen toward something almost spiritual, while gradually reducing his line work to its most basic form. However, until he began making his cut-outs, color and line remained separate in his art—each influencing the other but never fully coming together, at least not in a way that satisfied Matisse himself.",16.02779220779221,16.728156217252725,26.333333333333332,5.0,15.414805194805197,16.32212239822248,26.0,4.730769230769231,7.609444444444446,9.725611199111238,12.0,4.472222222222222,10.850000000000001,12.745084868956482,13.666666666666666,4.951219512195122,16.170000000000005,15.470042427545799,29.666666666666668,4.775280898876405
CT0004,,Art Institute Chicago,,The United States,France,,,,WallText,"This exhibition marks the first time Matisse’s Jazz will be shown in its entirety at the Art Institute; the museum acquired it in 1948. One of the most important livres d’artiste (artist books) of the 20th century, Jazz joins over 50 works from the museum’s renowned collection of paintings, sculpture, drawings, prints, illustrated books, and textiles to showcase the famed artist’s commitment across his 50-year career to continual innovation and the expressive power of color and line.",77,https://www.artic.edu/exhibitions/10557/matisse-s-jazz-rhythms-in-color,,,Henri Jazz,English,"This exhibition marks the first time Matisse’s Jazz will be shown in its entirety at the Art Institute; the museum acquired it in 1948. One of the most important artist books of the 20th century, Jazz joins over 50 works from the museum’s famous collection of paintings, sculpture, drawings, prints, illustrated books, and textiles to show the famed artist’s commitment across his 50-year career to constant new ideas and the expressive power of color and line.","This exhibition is the first time Matisse’s *Jazz* will be shown in full at the Art Institute. The museum bought it in 1948. *Jazz* is one of the most important artist books of the 1900s. An artist book is a work of art made in book form. The show also includes over 50 other works from the museum’s collection. These include paintings, sculptures, drawings, prints, illustrated books, and textiles. Together, they show how Matisse, over his 50-year career, always tried new things. They also highlight his powerful use of color and line.","This exhibition presents Matisse’s *Jazz* in its entirety at the Art Institute for the first time. The museum acquired the work in 1948. *Jazz* is one of the most important *livres d’artiste* (artist books) of the 20th century. It is shown alongside more than 50 works from the museum’s renowned collection, including paintings, sculpture, drawings, prints, illustrated books, and textiles. Together, these works demonstrate the artist’s dedication, over his 50-year career, to constant innovation and to the expressive power of color and line.","This exhibition marks the first time Matisse’s *Jazz* will be shown in its entirety at the Art Institute; the museum acquired it in 1948. One of the most important artist books (a type of book created as a work of art, often with original prints) of the 20th century, *Jazz* joins over 50 works from the museum’s renowned collection of paintings, sculpture, drawings, prints, illustrated books, and textiles. Together, they highlight the famed artist’s lifelong commitment—over a 50-year career—to constant innovation and the expressive power of color and line.",18.580844155844158,18.7741,40.0,4.875,17.861578947368418,18.243605946275583,39.0,4.705128205128205,5.825434782608696,9.516144504307135,11.625,4.494623655913978,10.361108433734941,13.968273953766033,17.2,4.988372093023256,15.204719101123597,17.122413403193683,31.0,4.763440860215054
CT0005,,Art Institute Chicago,,The United States,Korea,,,,SectionText,"From 6th-century gilt bronze Buddhist sculpture through Joseon dynasty painting and white porcelain and contemporary paintings of the late 20th century, the works of art in this exhibition demonstrate the artistic legacy produced on the Korean peninsula over millennia.",39,https://www.artic.edu/exhibitions/10209/korean-national-treasures-2-000-years-of-art,,,,English,"From 6th-century gold-covered bronze Buddhist sculpture through Joseon dynasty painting and white porcelain and contemporary paintings of the late 20th century, the works of art in this exhibition show the artistic legacy made on the Korean peninsula over thousands of years.","This exhibition shows art from the Korean peninsula over many centuries. You will see gilt bronze Buddhist sculptures from the 500s. Gilt bronze is a metal coated with a thin layer of gold. The display also includes paintings and white porcelain from the Joseon dynasty. Finally, you can explore paintings from the late 1900s. Together, these works reveal Korea's long artistic legacy.","Spanning from 6th-century gilt bronze Buddhist sculpture to Joseon dynasty painting and white porcelain, and continuing to late 20th-century contemporary paintings, the works in this exhibition show the artistic legacy created on the Korean peninsula over thousands of years.","From 6th-century Buddhist sculptures covered in gold leaf, to paintings and pure white porcelain from the Joseon dynasty, to artworks from the late 20th century, the pieces in this exhibition reveal the artistic traditions that have flourished on the Korean peninsula for over a thousand years.",22.312307692307694,22.918633597333717,38.0,5.7368421052631575,21.697560975609758,22.076135915942103,39.0,5.384615384615385,7.472258064516129,10.864195022040775,10.333333333333334,5.064516129032258,22.917435897435897,22.918633597333717,37.0,5.702702702702703,22.102173913043483,20.267338824336647,45.0,5.2
CT0006,,Art Institute Chicago,,The United States,Korea,,,,ExhibitionText,"Once privately held, these artworks now belong to the Korean people thanks to a single groundbreaking gift from the family of Lee Kun-Hee, late chairman of Samsung Group. In 2021 the family donated over 23,000 works to the Korean government for public audiences to study and appreciate in perpetuity. Lee Kun-Hee and his father, Lee Byung-Chull, collected exceptional and storied objects from throughout Korean history as a means of preserving and celebrating the nation’s cultural heritage. This exhibition marks the first time the works are on public display. ",88,https://www.artic.edu/exhibitions/10209/korean-national-treasures-2-000-years-of-art,"Mar 7–Jul 5, 2026",,,English,"Once privately owned, these artworks now belong to the Korean people thanks to a single historic gift from the family of Lee Kun-Hee, late chairman of Samsung Group. In 2021 the family gave over 23,000 works to the Korean government for public audiences to study and enjoy forever. Lee Kun-Hee and his father, Lee Byung-Chull, collected outstanding and famous objects from throughout Korean history as a way of preserving and celebrating the nation’s cultural heritage. This exhibition marks the first time the works are on public display.","These artworks were once owned by a private family. Now they belong to the people of Korea. That’s because of a single, historic gift from the family of Lee Kun-Hee, the late chairman of Samsung Group. In 2021, the family donated over 23,000 works to the Korean government. The public can now study and enjoy them forever. Lee Kun-Hee and his father, Lee Byung-Chull, collected rare and important objects from throughout Korean history. They wanted to preserve and celebrate the nation’s cultural heritage. This exhibition is the first time the works are on public display.","Once held in a private collection, these artworks now belong to the Korean people. This is the result of a single, transformative gift from the family of Lee Kun-Hee, the late chairman of Samsung Group. In 2021, the family donated more than 23,000 works to the Korean government. The works are now available for public study and appreciation in perpetuity. Lee Kun-Hee and his father, Lee Byung-Chull, collected exceptional and historically significant objects from throughout Korean history. Their goal was to preserve and celebrate the nation’s cultural heritage. This exhibition marks the first time these works are shown to the public.","Once held in a private collection, these artworks now belong to the people of Korea, thanks to a single, extraordinary donation from the family of Lee Kun-Hee, the late chairman of Samsung Group. In 2021, the family gave over 23,000 works to the Korean government so that the public could study and appreciate them forever. Lee Kun-Hee and his father, Lee Byung-Chull, collected exceptional and historically significant objects from across Korean history, as a way to preserve and celebrate the nation’s cultural heritage. This exhibition marks the first time these works have been shown to the public.",13.505909090909089,15.903189008614273,21.25,5.105882352941176,12.559166666666666,15.247664890283005,21.0,4.916666666666667,7.921250000000004,11.45678717892309,11.625,4.655913978494624,10.132192362093353,13.023866798666859,14.0,5.040816326530612,13.696365979381444,15.903189008614273,23.5,4.914893617021277
CT0007,,Art Institute Chicago,,The United States,Korea,,,,SectionText,"Among the 140 artworks on view—including modern and historical painting, ceramics, and objects made for Buddhist worship and scholarly study—22 are officially recognized as National Treasures or Treasures by the Korean government. These objects are recognized as remarkable examples of their type and distinguished for their exceptional historic, artistic, and academic value.",54,https://www.artic.edu/exhibitions/10209/korean-national-treasures-2-000-years-of-art,,,,English,"Among the 140 artworks on display—including modern and historical painting, ceramics, and objects made for Buddhist worship and scholarly study—22 are officially recognized as National Treasures or Treasures by the Korean government. These objects are recognized as outstanding examples of their type and noted for their exceptional historic, artistic, and academic value.","This exhibition has 140 artworks. They include modern and historical paintings, ceramics, and objects made for Buddhist worship and scholarly study. Of these, 22 are officially called National Treasures or Treasures by the Korean government. These objects are seen as outstanding examples of their kind. They are valued for their great historical, artistic, and academic importance.","Of the 140 artworks on display—including modern and historical paintings, ceramics, and objects made for Buddhist worship and scholarly study—22 are officially designated as National Treasures or Treasures by the Korean government. These works are recognized as outstanding examples of their type and are noted for their exceptional historical, artistic, and academic value.","Of the 140 artworks displayed—spanning modern and historical paintings, ceramics, and objects created for Buddhist rituals and scholarly pursuits—22 are officially designated as National Treasures or Treasures by the Korean government. These pieces are acknowledged as outstanding examples of their kind and are noted for their exceptional historical, artistic, and scholarly significance.",17.69615384615385,19.78447435784618,27.0,5.87037037037037,17.69615384615385,19.287186520377343,27.0,5.796296296296297,10.060142857142857,12.68835289967788,11.2,5.660714285714286,17.67707547169812,19.287186520377343,27.5,5.709090909090909,18.83076923076923,21.19438992294339,27.0,6.111111111111111
CT0008,,Art Institute Chicago,,The United States,Korea,,,,SectionText,"The largest Art Institute exhibition devoted to Korean art in four decades, Korean National Treasures: 2,000 Years of Art charts the ideas, values, and traditions that have shaped the country’s creative production, from the Three Kingdoms period (57 BCE–676 CE) through the 1900s, offering insights into these objects’ rich meanings across centuries.",52,https://www.artic.edu/exhibitions/10209/korean-national-treasures-2-000-years-of-art,,,,English,"The largest Art Institute exhibition focused on Korean art in four decades, Korean National Treasures: 2,000 Years of Art shows the ideas, values, and traditions that have shaped the country’s creative work, from the Three Kingdoms period (57 BCE–676 CE) through the 1900s, giving insights into these objects’ rich meanings across centuries.","This exhibition is the largest show of Korean art at the Art Institute in forty years. It is called *Korean National Treasures: 2,000 Years of Art*. The show explores the ideas, values, and traditions that have shaped Korean art. It covers art from the Three Kingdoms period (57 BCE–676 CE) all the way to the 1900s. The objects on display reveal their deep meanings across many centuries.","The largest Art Institute exhibition dedicated to Korean art in forty years, *Korean National Treasures: 2,000 Years of Art*, traces the ideas, values, and traditions that have shaped the country’s artistic output. The exhibition covers works from the Three Kingdoms period (57 BCE–676 CE) through the 1900s. It offers insights into the rich meanings of these objects across centuries.","The largest exhibition of Korean art at the Art Institute in forty years, *Korean National Treasures: 2,000 Years of Art*, traces the ideas, values, and traditions that have shaped the country’s artistic output—from the Three Kingdoms period (57 BCE–676 CE) through the 1900s. It offers a window into the deep and evolving meanings these objects have carried over the centuries.",25.11307692307692,23.72669961743115,53.0,5.320754716981132,24.20538461538462,21.19438992294339,53.0,5.150943396226415,7.424059701492535,11.20814326018867,13.4,4.552238805970149,12.280000000000005,14.554592549557764,20.0,5.133333333333334,15.580000000000002,17.122413403193683,31.0,4.838709677419355
CT0009,,Art Institute Chicago,,The United States,India,,,,SectionText,"Epic and intricate, monumental and meticulous—the paintings of Kashmir-raised, London-based artist Raqib Shaw offer fantastical meditations on identity, transformation, and the redemptive power of beauty.",26,https://www.artic.edu/exhibitions/10569/raqib-shaw-paradise-lost,,,Raqib Shaw,English,"Epic and complex, huge and detailed—the paintings of Kashmir-raised, London-based artist Raqib Shaw offer fantastical thoughts on identity, change, and the healing power of beauty.","Artist Raqib Shaw grew up in Kashmir and now lives in London. His paintings are both huge and full of tiny details. They explore big ideas about identity, change, and how beauty can heal.","Epic and intricate, monumental and meticulous—the paintings of Raqib Shaw, who was raised in Kashmir and is now based in London, offer fantastical meditations on identity, transformation, and the redemptive power of beauty.","Epic and intricate, monumental and meticulous—the paintings of Kashmir-raised, London-based artist Raqib Shaw offer fantastical reflections on identity, change, and the healing power of beauty.",21.063999999999997,21.19438992294339,24.0,6.166666666666667,14.928,14.554592549557764,24.0,5.166666666666667,5.488823529411768,7.793537801064561,11.333333333333334,4.382352941176471,19.449696969696976,19.287186520377343,34.0,5.411764705882353,18.704000000000004,19.287186520377343,24.0,5.708333333333333
CT0010,,Art Institute Chicago,,The United States,India,,,,ExhibitionText,"Born in Calcutta and raised in the verdant Himalayan mountains of Kashmir, Shaw draws deeply on the landscapes and memories of his early life, many of which were fractured by political upheaval. Forced to leave Kashmir as a teenager, he relocated first to New Delhi and later to London, where he studied at Central Saint Martins College of Art and Design. His work is influenced by a broad range of sources—Mughal and Persian miniatures, Renaissance altarpieces, Old Masters paintings, Japanese arts of the Momoyama period, Kashmiri and Urdu poetry, and Hindu and Western mythology—and yet his visual vocabulary and technique are all his own. His signature method involves applying an acrylic liner on gesso to create a golden line almost like the leading of a stained glass window. He then applies automobile enamel paints with needle-fine syringes and manipulates those with a porcupine quill, often adding glittering inset stones and baubles that further enhance the magical and dreamlike quality of the depicted scenes. ",165,https://www.artic.edu/exhibitions/10569/raqib-shaw-paradise-lost,"Jun 7, 2025–Nov 15, 2026",,Raqib Shaw,English,"Born in Calcutta and raised in the green Himalayan mountains of Kashmir, Shaw draws deeply on the landscapes and memories of his early life, many of which were broken by political unrest. Forced to leave Kashmir as a teenager, he moved first to New Delhi and later to London, where he studied at Central Saint Martins College of Art and Design. His work is influenced by a wide range of sources—Mughal and Persian miniatures, Renaissance altarpieces, Old Masters paintings, Japanese arts of the Momoyama period, Kashmiri and Urdu poetry, and Hindu and Western mythology—and yet his visual language and technique are all his own. His signature method involves applying an acrylic liner on gesso to create a golden line almost like the leading of a stained glass window. He then applies automobile enamel paints with needle-fine syringes and moves those with a porcupine quill, often adding shiny inset stones and small decorations that further improve the magical and dreamlike quality of the shown scenes.","Shaw was born in Calcutta and grew up in the green Himalayan mountains of Kashmir. The landscapes and memories of his early life deeply influence his work. Many of those memories were broken apart by political conflict. When he was a teenager, he had to leave Kashmir. He moved first to New Delhi and later to London. There, he studied at Central Saint Martins College of Art and Design.

His work is inspired by many different sources. These include Mughal and Persian miniature paintings, Renaissance altarpieces, Old Masters, Japanese art from the Momoyama period, Kashmiri and Urdu poetry, and Hindu and Western mythology. Even so, his own style and techniques are unique.

Shaw’s signature method starts with a layer of gesso, a type of primer. On top of that, he uses an acrylic liner to create a golden line, similar to the lead in a stained glass window. Then he applies car enamel paint using very thin syringes. He moves the paint around with a porcupine quill. Often, he adds shiny stones and small decorations. These details make his scenes feel magical and dreamlike.","Born in Calcutta and raised in the lush Himalayan mountains of Kashmir, Shaw draws deeply on the landscapes and memories of his early life. Many of these memories were fractured by political upheaval. Forced to leave Kashmir as a teenager, he moved first to New Delhi and later to London. There, he studied at Central Saint Martins College of Art and Design. His work is influenced by a wide range of sources—Mughal and Persian miniatures, Renaissance altarpieces, Old Masters paintings, Japanese arts of the Momoyama period, Kashmiri and Urdu poetry, and Hindu and Western mythology. Yet his visual vocabulary and technique are entirely his own. His signature method involves applying an acrylic liner on gesso to create a golden line, almost like the leading of a stained glass window. He then applies automobile enamel paints using needle-fine syringes and manipulates them with a porcupine quill. He often adds glittering inset stones and baubles, which further enhance the magical and dreamlike quality of the depicted scenes.","Born in Calcutta and raised in the lush Himalayan mountains of Kashmir, Shaw draws deeply on the landscapes and memories of his early life—many of which were disrupted by political turmoil. Forced to leave Kashmir as a teenager, he moved first to New Delhi and later to London, where he studied at Central Saint Martins College of Art and Design. His work is influenced by a wide range of sources: miniature paintings from the Mughal and Persian empires, religious panel paintings from the Renaissance, works by European masters from earlier centuries, Japanese art from the Momoyama period, poetry from Kashmir and Urdu traditions, and myths from both Hindu and Western cultures. Yet his visual style and techniques are entirely his own. His signature method involves applying an acrylic liner onto a prepared surface of gesso (a white, chalky primer) to create a golden line, similar to the metal framework in a stained glass window. He then applies automobile enamel paints using syringes with needle-fine tips, manipulating the paint with a porcupine quill. He often adds glittering inset stones and small ornaments, which further enhance the magical, dreamlike quality of the scenes he depicts.",17.104368098159508,17.353723509956247,32.8,5.079268292682927,16.269073170731712,16.15616582465906,33.0,4.933333333333334,7.663565217391305,10.65027996061788,12.333333333333334,4.686486486486486,11.584242424242426,13.901157680251561,18.333333333333332,5.066666666666666,14.666484085862326,15.719379583869454,27.571428571428573,5.036269430051814
